men-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track,22781
men-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track-end,3311
men-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track-postdoc,906
men-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track-other,1156
men-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track-fellowship,5969
men-tenure_track-tenure_track-tenure_track-tenure_track-tenure_track-research_staff,692
men-tenure_track-tenure_track-tenure_track-tenure_track-end,7059
men-tenure_track-tenure_track-tenure_track-tenure_track-postdoc-tenure_track,396
men-tenure_track-tenure_track-tenure_track-tenure_track-postdoc-end,316
men-tenure_track-tenure_track-tenure_track-tenure_track-postdoc-postdoc,226
men-tenure_track-tenure_track-tenure_track-tenure_track-postdoc-other,87
men-tenure_track-tenure_track-tenure_track-tenure_track-postdoc-fellowship,613
men-tenure_track-tenure_track-tenure_track-tenure_track-postdoc-research_staff,245
men-tenure_track-tenure_track-tenure_track-tenure_track-other-tenure_track,446
men-tenure_track-tenure_track-tenure_track-tenure_track-other-end,229
men-tenure_track-tenure_track-tenure_track-tenure_track-other-postdoc,91
men-tenure_track-tenure_track-tenure_track-tenure_track-other-other,804
men-tenure_track-tenure_track-tenure_track-tenure_track-other-fellowship,776
men-tenure_track-tenure_track-tenure_track-tenure_track-other-research_staff,48
men-tenure_track-tenure_track-tenure_track-tenure_track-fellowship-tenure_track,3892
men-tenure_track-tenure_track-tenure_track-tenure_track-fellowship-end,3250
men-tenure_track-tenure_track-tenure_track-tenure_track-fellowship-postdoc,531
men-tenure_track-tenure_track-tenure_track-tenure_track-fellowship-other,252
men-tenure_track-tenure_track-tenure_track-tenure_track-fellowship-fellowship,4876
men-tenure_track-tenure_track-tenure_track-tenure_track-fellowship-research_staff,476
men-tenure_track-tenure_track-tenure_track-tenure_track-research_staff-tenure_track,521
men-tenure_track-tenure_track-tenure_track-tenure_track-research_staff-end,39
men-tenure_track-tenure_track-tenure_track-tenure_track-research_staff-postdoc,7
men-tenure_track-tenure_track-tenure_track-tenure_track-research_staff-other,8
men-tenure_track-tenure_track-tenure_track-tenure_track-research_staff-fellowship,536
men-tenure_track-tenure_track-tenure_track-tenure_track-research_staff-research_staff,219
men-tenure_track-tenure_track-tenure_track-end,14262
men-tenure_track-tenure_track-tenure_track-postdoc-tenure_track-tenure_track,434
men-tenure_track-tenure_track-tenure_track-postdoc-tenure_track-end,83
men-tenure_track-tenure_track-tenure_track-postdoc-tenure_track-postdoc,71
men-tenure_track-tenure_track-tenure_track-postdoc-tenure_track-other,39
men-tenure_track-tenure_track-tenure_track-postdoc-tenure_track-fellowship,159
men-tenure_track-tenure_track-tenure_track-postdoc-tenure_track-research_staff,24
men-tenure_track-tenure_track-tenure_track-postdoc-end,722
men-tenure_track-tenure_track-tenure_track-postdoc-postdoc-tenure_track,103
men-tenure_track-tenure_track-tenure_track-postdoc-postdoc-end,64
men-tenure_track-tenure_track-tenure_track-postdoc-postdoc-postdoc,76
men-tenure_track-tenure_track-tenure_track-postdoc-postdoc-other,57
men-tenure_track-tenure_track-tenure_track-postdoc-postdoc-fellowship,116
men-tenure_track-tenure_track-tenure_track-postdoc-postdoc-research_staff,47
men-tenure_track-tenure_track-tenure_track-postdoc-other-tenure_track,32
men-tenure_track-tenure_track-tenure_track-postdoc-other-end,13
men-tenure_track-tenure_track-tenure_track-postdoc-other-postdoc,21
men-tenure_track-tenure_track-tenure_track-postdoc-other-other,93
men-tenure_track-tenure_track-tenure_track-postdoc-other-fellowship,33
men-tenure_track-tenure_track-tenure_track-postdoc-other-research_staff,6
men-tenure_track-tenure_track-tenure_track-postdoc-fellowship-tenure_track,252
men-tenure_track-tenure_track-tenure_track-postdoc-fellowship-end,304
men-tenure_track-tenure_track-tenure_track-postdoc-fellowship-postdoc,258
men-tenure_track-tenure_track-tenure_track-postdoc-fellowship-other,25
men-tenure_track-tenure_track-tenure_track-postdoc-fellowship-fellowship,573
men-tenure_track-tenure_track-tenure_track-postdoc-fellowship-research_staff,69
men-tenure_track-tenure_track-tenure_track-postdoc-research_staff-tenure_track,119
men-tenure_track-tenure_track-tenure_track-postdoc-research_staff-end,20
men-tenure_track-tenure_track-tenure_track-postdoc-research_staff-postdoc,13
men-tenure_track-tenure_track-tenure_track-postdoc-research_staff-other,1
men-tenure_track-tenure_track-tenure_track-postdoc-research_staff-fellowship,276
men-tenure_track-tenure_track-tenure_track-postdoc-research_staff-research_staff,103
men-tenure_track-tenure_track-tenure_track-other-tenure_track-tenure_track,486
men-tenure_track-tenure_track-tenure_track-other-tenure_track-end,99
men-tenure_track-tenure_track-tenure_track-other-tenure_track-postdoc,28
men-tenure_track-tenure_track-tenure_track-other-tenure_track-other,130
men-tenure_track-tenure_track-tenure_track-other-tenure_track-fellowship,172
men-tenure_track-tenure_track-tenure_track-other-tenure_track-research_staff,31
men-tenure_track-tenure_track-tenure_track-other-end,636
men-tenure_track-tenure_track-tenure_track-other-postdoc-tenure_track,33
men-tenure_track-tenure_track-tenure_track-other-postdoc-end,42
men-tenure_track-tenure_track-tenure_track-other-postdoc-postdoc,23
men-tenure_track-tenure_track-tenure_track-other-postdoc-other,15
men-tenure_track-tenure_track-tenure_track-other-postdoc-fellowship,61
men-tenure_track-tenure_track-tenure_track-other-postdoc-research_staff,20
men-tenure_track-tenure_track-tenure_track-other-other-tenure_track,312
men-tenure_track-tenure_track-tenure_track-other-other-end,239
men-tenure_track-tenure_track-tenure_track-other-other-postdoc,92
men-tenure_track-tenure_track-tenure_track-other-other-other,741
men-tenure_track-tenure_track-tenure_track-other-other-fellowship,488
men-tenure_track-tenure_track-tenure_track-other-other-research_staff,48
men-tenure_track-tenure_track-tenure_track-other-fellowship-tenure_track,315
men-tenure_track-tenure_track-tenure_track-other-fellowship-end,881
men-tenure_track-tenure_track-tenure_track-other-fellowship-postdoc,84
men-tenure_track-tenure_track-tenure_track-other-fellowship-other,190
men-tenure_track-tenure_track-tenure_track-other-fellowship-fellowship,1400
men-tenure_track-tenure_track-tenure_track-other-fellowship-research_staff,77
men-tenure_track-tenure_track-tenure_track-other-research_staff-tenure_track,25
men-tenure_track-tenure_track-tenure_track-other-research_staff-end,5
men-tenure_track-tenure_track-tenure_track-other-research_staff-other,1
men-tenure_track-tenure_track-tenure_track-other-research_staff-fellowship,39
men-tenure_track-tenure_track-tenure_track-other-research_staff-research_staff,22
men-tenure_track-tenure_track-tenure_track-fellowship-tenure_track-tenure_track,3948
men-tenure_track-tenure_track-tenure_track-fellowship-tenure_track-end,721
men-tenure_track-tenure_track-tenure_track-fellowship-tenure_track-postdoc,154
men-tenure_track-tenure_track-tenure_track-fellowship-tenure_track-other,201
men-tenure_track-tenure_track-tenure_track-fellowship-tenure_track-fellowship,2369
men-tenure_track-tenure_track-tenure_track-fellowship-tenure_track-research_staff,189
men-tenure_track-tenure_track-tenure_track-fellowship-end,7344
men-tenure_track-tenure_track-tenure_track-fellowship-postdoc-tenure_track,198
men-tenure_track-tenure_track-tenure_track-fellowship-postdoc-end,239
men-tenure_track-tenure_track-tenure_track-fellowship-postdoc-postdoc,122
men-tenure_track-tenure_track-tenure_track-fellowship-postdoc-other,52
men-tenure_track-tenure_track-tenure_track-fellowship-postdoc-fellowship,526
men-tenure_track-tenure_track-tenure_track-fellowship-postdoc-research_staff,175
men-tenure_track-tenure_track-tenure_track-fellowship-other-tenure_track,120
men-tenure_track-tenure_track-tenure_track-fellowship-other-end,74
men-tenure_track-tenure_track-tenure_track-fellowship-other-postdoc,23
men-tenure_track-tenure_track-tenure_track-fellowship-other-other,226
men-tenure_track-tenure_track-tenure_track-fellowship-other-fellowship,189
men-tenure_track-tenure_track-tenure_track-fellowship-other-research_staff,13
