Female-LatinoorHispanic-Graduated-Postdoc,1
Female-LatinoorHispanic-Student,2
Female-White-Graduated-Postdoc-Fellowship-ACombinationofAboves,1
Female-White-Graduated-Postdoc-Postdoc,2
Female-WhiteLatinoorHispanicIndigenous/FirstPeoples-Graduated-Fellowship-Fellowship,1
Female-SouthAsian-Graduated-Postdoc-Postdoc-ResearchinNonAstronomy,1
Female-White-Graduated-Education/Outreach-Education/Outreach,1
Female-White-Graduated-Fellowship-Fellowship-TenureTrack,1
Female-White-Graduated-Fellowship-TenureTrack,1
Female-White-Graduated-NonTenureTrack/TeachingPosition-NonTenureTrack/TeachingPosition-ACombinationofAboves-TenureTrack,1
Female-White-Graduated-Postdoc-Fellowship,1
Female-White-Graduated-Postdoc,2
Female-White-Graduated-Postdoc-Industry,1
Female-White-Graduated-Postdoc-NonTenureTrack/TeachingPosition,1
PreferNotToSay-PreferNotToSay-Graduated-Postdoc,1
Transgender-White-Graduated-Postdoc-Postdoc-Postdoc-TenureTrack,1
Male-WhiteOther-Graduated-Postdoc-ResearchTechnical-TenureTrack,1
Male-WhiteOther-Student,1
Male-WhiteOther-Graduated-Fellowship,1
Male-WhiteOther-Graduated-Industry,1
Male-WhiteOther-Graduated-Postdoc,2
Male-White-Student,12
Male-White-Graduated-TenureTrack-ResearchTechnical-TenureTrack-Tenured,1
Male-White-Graduated-ResearchTechnical-ResearchTechnical,1
Male-White-Graduated-ResearchTechnical,1
Male-White-Graduated-Postdoc-TenureTrack-Tenured,1
Male-White-Graduated-Postdoc-TenureTrack,2
Male-White-Graduated-Postdoc-ResearchTechnical-ResearchTechnical-ResearchTechnical,1
Male-White-Graduated-Postdoc-Postdoc-TenureTrack,1

Male-White-Graduated-Postdoc-Postdoc-Industry,1
Male-White-Graduated-Postdoc-Postdoc-Postdoc-Fellowship,1
Male-White-Graduated-Postdoc-Postdoc-Postdoc,1
Male-White-Graduated-Postdoc-Postdoc-ResearchTechnical-ResearchTechnical,1

Male-White-Graduated-Postdoc-Postdoc-ResearchTechnical,1
Male-White-Graduated-Postdoc-Postdoc-ResearchinNonAstronomy,1
Male-White-Graduated-Postdoc-Fellowship-TenureTrack-Tenured,1
Male-White-Graduated-Postdoc-Fellowship-TenureTrack,2
Male-White-Graduated-Postdoc-Fellowship-Tenured-Tenured,1
Male-White-Graduated-Postdoc,6
Male-White-Graduated-Postdoc-PartTimePostdoc-CasualPostDoc-CasualTeaching,1
Male-White-Graduated-Postdoc-Postdoc-Fellowship-TenureTrack,1
Male-White-Graduated-Postdoc-Fellowship-Fellowship-Postdoc,1
Male-White-Graduated-Fellowship-Postdoc-TenureTrack-Tenured,1
Male-White-Graduated-Industry-Industry-Industry-Industry,1
Male-White-Graduated-Fellowship,1
Male-White-Graduated-Fellowship-Postdoc-Fellowship-ResearchTechnical,1
Male-White-Graduated-Fellowship-Postdoc-Postdoc-Tenured,1
Male-White-Graduated-Fellowship-Postdoc,1
Male-PreferNotToSay-Graduated-Fellowship-Fellowship-TenureTrack-Tenured,1
Male-White-Graduated-Fellowship-Fellowship-TenureTrack-Tenured,1
Male-SouthAsian-Graduated-Postdoc-Postdoc-Postdoc,1
Male-SouthAsian-Graduated-Postdoc-Postdoc,1
Male-SouthAsian-Student,1
Male-White-Graduated-Postdoc-ResearchTechnical,1
Male-White-Graduated-Postdoc-Postdoc,1
Male-EastAsian-Student,1
Male-LatinoorHispanic-Graduated-Postdoc-Postdoc-ResearchTechnical,1
Male-LatinoorHispanic-Student,2
Genderqueer/Androgynous-White-Graduated-Postdoc-Postdoc-ResearchTechnical,1
Genderqueer/Androgynous-White-Student,1
Male-BlackCaribbeanorAfrican-Student,1
Male-BlackCaribbean,orAfricanLatinoorHispanic-Graduated-ResearchTechnical-Industry,1
Male-EastAsian-Graduated-Postdoc-Postdoc,1
FemaleGenderqueer/AndrogynousDoesn'tgiveashit-WhiteOtherIndigenous/FirstPeoples-Student,1
FemaleTransgender-White-Graduated-ResearchTechnical-ResearchTechnical-ResearchTechnical-ResearchTechnical,1
Female-WhiteOther-Graduated-TenureTrack-TenureTrack,1
Female-WhiteOther-Student,2
Female-WhiteOther-Graduated-Postdoc-TenureTrack-Tenured,1
Female-WhiteOther-Graduated-Postdoc,2
Female-WhiteOther-Graduated-Fellowship-TenureTrack-Tenured,2
Female-WhiteOther-Graduated-Postdoc-Education/Outreach,1
Female-WhiteOther-Graduated-Postdoc-Fellowship-ResearchTechnical-TenureTrack,1
Female-WhiteSouthAsian-Graduated-Postdoc,1
Female-WhiteOther-Graduated-Fellowship-ACombinationofAboves,1
Female-WhiteOther-Graduated-Fellowship-TenureTrack,2
Female-White-Student,9
Female-White-Graduated-Postdoc-Postdoc,4
Female-WhiteIndigenous/FirstPeoples-Student,1
Female-WhiteJewish-Graduated-Postdoc-ResearchTechnical-TenureTrack,1
Female-WhiteLatinoorHispanic-Graduated-Postdoc-Postdoc,1
Male-White-Graduated-Fellowship-Fellowship,1
Male-White-Graduated-Education/Outreach-Education/Outreach-Education/Outreach,1
Female-White-Graduated-Postdoc-NonTenureTrack/TeachingPosition,1






